Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,Active Listings,Avg. SP/LP,Avg. LDOM
Att/Row/Townhouse,8,2025,Whitby,31,"$24,110,300 ","$777,752 ","$785,000 ",52,73,100%,29
Att/Row/Townhouse,8,2025,Orangeville,5,"$3,473,000 ","$694,600 ","$710,000 ",9,19,99%,36
Att/Row/Townhouse,8,2025,Adjala-Tosorontio,1,"$999,999 ","$999,999 ","$999,999 ",2,1,100%,18
Att/Row/Townhouse,8,2025,Bradford,4,"$3,338,900 ","$834,725 ","$835,000 ",11,16,96%,30
Att/Row/Townhouse,8,2025,Essa,6,"$3,932,000 ","$655,333 ","$632,500 ",13,17,96%,21
Att/Row/Townhouse,8,2025,Innisfil,5,"$4,092,500 ","$818,500 ","$625,000 ",13,38,101%,29
Att/Row/Townhouse,8,2025,New Tecumseth,4,"$2,668,000 ","$667,000 ","$668,500 ",8,24,96%,21
Att/Row/Townhouse,8,2025,Toronto W01,1,"$1,200,000 ","$1,200,000 ","$1,200,000 ",2,3,120%,10
Att/Row/Townhouse,8,2025,Toronto W02,1,"$1,082,500 ","$1,082,500 ","$1,082,500 ",6,10,108%,13
Att/Row/Townhouse,8,2025,Toronto W03,1,"$902,000 ","$902,000 ","$902,000 ",4,4,106%,12
Att/Row/Townhouse,8,2025,Toronto W04,2,"$1,897,500 ","$948,750 ","$948,750 ",3,5,97%,45
Att/Row/Townhouse,8,2025,Toronto W05,6,"$5,704,500 ","$950,750 ","$916,000 ",12,19,99%,37
Att/Row/Townhouse,8,2025,Toronto W06,3,"$3,346,000 ","$1,115,333 ","$1,129,000 ",2,5,97%,28
Att/Row/Townhouse,8,2025,Toronto W07,3,"$3,195,000 ","$1,065,000 ","$1,035,000 ",1,1,97%,28
Att/Row/Townhouse,8,2025,Toronto W08,1,"$1,280,000 ","$1,280,000 ","$1,280,000 ",4,5,128%,15
Att/Row/Townhouse,8,2025,Toronto W09,1,"$1,080,000 ","$1,080,000 ","$1,080,000 ",1,2,98%,14
Att/Row/Townhouse,8,2025,Toronto W10,0,0,0,0,4,7,0,0
Att/Row/Townhouse,8,2025,Toronto C01,14,"$21,239,888 ","$1,517,135 ","$1,200,500 ",14,30,95%,29
Att/Row/Townhouse,8,2025,Toronto C02,0,0,0,0,3,10,0,0
Att/Row/Townhouse,8,2025,Toronto C03,0,0,0,0,0,1,0,0
Att/Row/Townhouse,8,2025,Toronto C04,1,"$1,350,000 ","$1,350,000 ","$1,350,000 ",1,6,94%,34
Att/Row/Townhouse,8,2025,Toronto C06,0,0,0,0,0,1,0,0
Att/Row/Townhouse,8,2025,Toronto C07,0,0,0,0,3,5,0,0
Att/Row/Townhouse,8,2025,Toronto C08,3,"$3,173,000 ","$1,057,667 ","$1,078,000 ",9,18,97%,20
Att/Row/Townhouse,8,2025,Toronto C09,0,0,0,0,1,2,0,0
Att/Row/Townhouse,8,2025,Toronto C10,0,0,0,0,0,1,0,0
Att/Row/Townhouse,8,2025,Toronto C11,0,0,0,0,0,0,0,0
Att/Row/Townhouse,8,2025,Toronto C12,0,0,0,0,0,0,0,0
Att/Row/Townhouse,8,2025,Toronto C13,1,"$1,350,000 ","$1,350,000 ","$1,350,000 ",6,8,96%,8
Att/Row/Townhouse,8,2025,Toronto C14,2,"$2,485,000 ","$1,242,500 ","$1,242,500 ",6,10,90%,25
Att/Row/Townhouse,8,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,8,2025,Toronto E01,7,"$9,105,138 ","$1,300,734 ","$1,225,000 ",7,6,96%,15
Att/Row/Townhouse,8,2025,Toronto E02,1,"$1,805,000 ","$1,805,000 ","$1,805,000 ",0,2,101%,6
Att/Row/Townhouse,8,2025,Toronto E03,2,"$1,827,000 ","$913,500 ","$913,500 ",2,1,99%,14
Att/Row/Townhouse,8,2025,Toronto E04,6,"$4,977,850 ","$829,642 ","$855,500 ",10,17,105%,32
Att/Row/Townhouse,8,2025,Toronto E05,2,"$1,890,000 ","$945,000 ","$945,000 ",5,8,95%,72
Att/Row/Townhouse,8,2025,Toronto E06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,8,2025,Toronto E07,1,"$965,000 ","$965,000 ","$965,000 ",3,4,121%,15
Att/Row/Townhouse,8,2025,Toronto E08,3,"$2,165,000 ","$721,667 ","$760,000 ",6,6,97%,31
Att/Row/Townhouse,8,2025,Toronto E09,1,"$1,047,500 ","$1,047,500 ","$1,047,500 ",2,2,95%,18
Att/Row/Townhouse,8,2025,Toronto E10,5,"$4,541,000 ","$908,200 ","$890,000 ",5,8,101%,20
Att/Row/Townhouse,8,2025,Toronto E11,2,"$1,625,000 ","$812,500 ","$812,500 ",4,15,96%,19
Att/Row/Townhouse,9,2025,Burlington,14,"$12,519,890 ","$894,278 ","$894,445 ",38,49,98%,27
Att/Row/Townhouse,9,2025,Halton Hills,6,"$4,945,000 ","$824,167 ","$835,000 ",15,21,97%,32
Att/Row/Townhouse,9,2025,Milton,36,"$30,247,900 ","$840,219 ","$848,750 ",116,124,99%,24
Att/Row/Townhouse,9,2025,Oakville,33,"$36,090,500 ","$1,093,652 ","$1,050,000 ",141,195,98%,31
Att/Row/Townhouse,9,2025,Brampton,58,"$45,770,493 ","$789,146 ","$800,500 ",191,280,100%,27
Att/Row/Townhouse,9,2025,Caledon,10,"$8,350,000 ","$835,000 ","$842,500 ",45,67,100%,30
Att/Row/Townhouse,9,2025,Mississauga,20,"$18,819,000 ","$940,950 ","$926,000 ",56,63,100%,26
Att/Row/Townhouse,9,2025,Aurora,8,"$7,449,000 ","$931,125 ","$912,500 ",24,33,98%,50
Att/Row/Townhouse,9,2025,East Gwillimbury,7,"$6,056,000 ","$865,143 ","$895,000 ",20,23,119%,32
Att/Row/Townhouse,9,2025,Georgina,2,"$1,360,000 ","$680,000 ","$680,000 ",11,12,96%,17
Att/Row/Townhouse,9,2025,King,0,0,0,0,4,10,0,0
Att/Row/Townhouse,9,2025,Markham,49,"$54,592,488 ","$1,114,132 ","$1,067,500 ",152,190,99%,37
Att/Row/Townhouse,9,2025,Newmarket,8,"$6,572,000 ","$821,500 ","$835,000 ",23,32,99%,47
Att/Row/Townhouse,9,2025,Richmond Hill,36,"$39,878,500 ","$1,107,736 ","$1,084,000 ",96,162,100%,40
Att/Row/Townhouse,9,2025,Vaughan,31,"$31,595,388 ","$1,019,206 ","$1,005,000 ",147,182,99%,23
Att/Row/Townhouse,9,2025,Stouffville,12,"$10,785,788 ","$898,816 ","$902,944 ",27,36,101%,23
Att/Row/Townhouse,9,2025,Ajax,18,"$14,021,700 ","$778,983 ","$789,950 ",37,45,100%,36
Att/Row/Townhouse,9,2025,Brock,0,0,0,0,1,2,0,0
Att/Row/Townhouse,9,2025,Clarington,13,"$9,008,900 ","$692,992 ","$679,000 ",35,41,99%,18
Att/Row/Townhouse,9,2025,Oshawa,10,"$6,882,750 ","$688,275 ","$692,500 ",45,71,100%,33
Att/Row/Townhouse,9,2025,Pickering,14,"$11,318,918 ","$808,494 ","$814,750 ",50,67,99%,30
Att/Row/Townhouse,9,2025,Scugog,1,"$753,697 ","$753,697 ","$753,697 ",4,9,100%,56
Att/Row/Townhouse,9,2025,Uxbridge,0,0,0,0,13,16,0,0
Att/Row/Townhouse,9,2025,Whitby,28,"$22,079,999 ","$788,571 ","$777,500 ",70,80,99%,25
Att/Row/Townhouse,9,2025,Orangeville,6,"$4,414,900 ","$735,817 ","$747,450 ",21,20,98%,21
Att/Row/Townhouse,9,2025,Adjala-Tosorontio,1,"$960,000 ","$960,000 ","$960,000 ",2,1,97%,8
Att/Row/Townhouse,9,2025,Bradford,4,"$3,358,000 ","$839,500 ","$838,000 ",13,16,103%,13
Att/Row/Townhouse,9,2025,Essa,2,"$1,159,500 ","$579,750 ","$579,750 ",13,17,97%,37
Att/Row/Townhouse,9,2025,Innisfil,3,"$1,689,500 ","$563,167 ","$531,500 ",22,38,99%,34
Att/Row/Townhouse,9,2025,New Tecumseth,6,"$4,235,000 ","$705,833 ","$682,500 ",19,26,97%,49
Att/Row/Townhouse,9,2025,Toronto W01,1,"$675,000 ","$675,000 ","$675,000 ",3,3,96%,58
Att/Row/Townhouse,9,2025,Toronto W02,5,"$5,656,605 ","$1,131,321 ","$1,160,005 ",21,17,106%,14
Att/Row/Townhouse,9,2025,Toronto W03,1,"$1,070,000 ","$1,070,000 ","$1,070,000 ",0,3,97%,20
Att/Row/Townhouse,9,2025,Toronto W04,3,"$2,700,000 ","$900,000 ","$860,000 ",3,5,97%,35
Att/Row/Townhouse,9,2025,Toronto W05,6,"$5,541,500 ","$923,583 ","$892,000 ",14,21,99%,27
Att/Row/Townhouse,9,2025,Toronto W06,1,"$1,158,000 ","$1,158,000 ","$1,158,000 ",11,12,97%,42
Att/Row/Townhouse,9,2025,Toronto W07,0,0,0,0,4,4,0,0
Att/Row/Townhouse,9,2025,Toronto W08,4,"$5,073,000 ","$1,268,250 ","$1,270,000 ",2,2,98%,28
Att/Row/Townhouse,9,2025,Toronto W09,0,0,0,0,2,3,0,0
Att/Row/Townhouse,9,2025,Toronto W10,2,"$1,665,000 ","$832,500 ","$832,500 ",5,9,96%,31
Att/Row/Townhouse,9,2025,Toronto C01,8,"$10,312,728 ","$1,289,091 ","$1,175,000 ",28,39,103%,32
Att/Row/Townhouse,9,2025,Toronto C02,3,"$6,512,000 ","$2,170,667 ","$2,000,000 ",11,15,95%,22
Att/Row/Townhouse,9,2025,Toronto C03,0,0,0,0,1,2,0,0
Att/Row/Townhouse,9,2025,Toronto C04,3,"$4,700,000 ","$1,566,667 ","$1,275,000 ",7,8,96%,45
Att/Row/Townhouse,9,2025,Toronto C06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,9,2025,Toronto C07,0,0,0,0,7,8,0,0
Att/Row/Townhouse,9,2025,Toronto C08,2,"$2,825,000 ","$1,412,500 ","$1,412,500 ",16,25,94%,22
Att/Row/Townhouse,9,2025,Toronto C09,2,"$6,473,000 ","$3,236,500 ","$3,236,500 ",2,1,97%,11
Att/Row/Townhouse,9,2025,Toronto C10,1,"$1,630,000 ","$1,630,000 ","$1,630,000 ",2,2,102%,11
Att/Row/Townhouse,9,2025,Toronto C11,0,0,0,0,1,1,0,0
Att/Row/Townhouse,9,2025,Toronto C12,0,0,0,0,1,1,0,0
Att/Row/Townhouse,9,2025,Toronto C13,0,0,0,0,6,13,0,0
Att/Row/Townhouse,9,2025,Toronto C14,3,"$3,622,000 ","$1,207,333 ","$1,069,000 ",9,11,101%,20
Att/Row/Townhouse,9,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,9,2025,Toronto E01,10,"$12,289,000 ","$1,228,900 ","$1,176,500 ",21,16,114%,9
Att/Row/Townhouse,9,2025,Toronto E02,1,"$1,105,000 ","$1,105,000 ","$1,105,000 ",6,4,123%,7
Att/Row/Townhouse,9,2025,Toronto E03,2,"$2,401,000 ","$1,200,500 ","$1,200,500 ",5,3,120%,5
Att/Row/Townhouse,9,2025,Toronto E04,3,"$2,666,000 ","$888,667 ","$900,000 ",10,21,106%,22
Att/Row/Townhouse,9,2025,Toronto E05,3,"$2,703,870 ","$901,290 ","$925,000 ",7,7,94%,25
Att/Row/Townhouse,9,2025,Toronto E06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,9,2025,Toronto E07,2,"$1,676,000 ","$838,000 ","$838,000 ",5,4,102%,28
Att/Row/Townhouse,9,2025,Toronto E08,5,"$4,278,000 ","$855,600 ","$860,000 ",7,6,99%,35
Att/Row/Townhouse,9,2025,Toronto E09,0,0,0,0,2,3,0,0
Att/Row/Townhouse,9,2025,Toronto E10,5,"$4,047,000 ","$809,400 ","$820,000 ",12,12,101%,27
Att/Row/Townhouse,9,2025,Toronto E11,5,"$4,384,300 ","$876,860 ","$840,000 ",11,15,96%,50
Att/Row/Townhouse,10,2025,Burlington,17,"$15,707,800 ","$923,988 ","$920,000 ",43,52,99%,27
Att/Row/Townhouse,10,2025,Halton Hills,4,"$3,562,000 ","$890,500 ","$796,000 ",15,22,98%,17
Att/Row/Townhouse,10,2025,Milton,43,"$36,500,150 ","$848,841 ","$840,000 ",83,113,99%,24
Att/Row/Townhouse,10,2025,Oakville,40,"$43,908,500 ","$1,097,713 ","$1,052,000 ",125,194,97%,30
Att/Row/Townhouse,10,2025,Brampton,71,"$55,449,801 ","$780,983 ","$775,000 ",151,238,98%,33
Att/Row/Townhouse,10,2025,Caledon,14,"$11,041,000 ","$788,643 ","$778,500 ",41,60,98%,19
Att/Row/Townhouse,10,2025,Mississauga,21,"$19,719,500 ","$939,024 ","$915,000 ",33,53,98%,29
Att/Row/Townhouse,10,2025,Aurora,8,"$7,953,000 ","$994,125 ","$987,500 ",22,32,97%,26
Att/Row/Townhouse,10,2025,East Gwillimbury,5,"$3,616,000 ","$723,200 ","$710,000 ",18,23,101%,22
Att/Row/Townhouse,10,2025,Georgina,3,"$2,203,800 ","$734,600 ","$738,800 ",6,11,99%,28
Att/Row/Townhouse,10,2025,King,2,"$2,730,000 ","$1,365,000 ","$1,365,000 ",9,13,96%,25
Att/Row/Townhouse,10,2025,Markham,51,"$57,754,464 ","$1,132,440 ","$1,065,000 ",106,177,101%,23
Att/Row/Townhouse,10,2025,Newmarket,7,"$5,899,000 ","$842,714 ","$842,000 ",24,34,97%,19
Att/Row/Townhouse,10,2025,Richmond Hill,36,"$38,808,816 ","$1,078,023 ","$1,049,000 ",109,169,99%,29
Att/Row/Townhouse,10,2025,Vaughan,41,"$42,706,276 ","$1,041,616 ","$1,009,000 ",106,166,99%,26
Att/Row/Townhouse,10,2025,Stouffville,8,"$7,161,700 ","$895,213 ","$885,000 ",24,36,99%,29
Att/Row/Townhouse,10,2025,Ajax,13,"$9,627,001 ","$740,539 ","$730,000 ",20,31,99%,33
Att/Row/Townhouse,10,2025,Brock,0,0,0,0,1,2,0,0
Att/Row/Townhouse,10,2025,Clarington,12,"$8,451,400 ","$704,283 ","$692,450 ",41,48,100%,20
Att/Row/Townhouse,10,2025,Oshawa,16,"$10,929,100 ","$683,069 ","$676,850 ",38,69,101%,24
Att/Row/Townhouse,10,2025,Pickering,20,"$16,194,900 ","$809,745 ","$827,500 ",33,53,98%,38
Att/Row/Townhouse,10,2025,Scugog,1,"$747,000 ","$747,000 ","$747,000 ",1,7,99%,87
Att/Row/Townhouse,10,2025,Uxbridge,2,"$1,551,882 ","$775,941 ","$775,941 ",8,15,94%,34
Att/Row/Townhouse,10,2025,Whitby,31,"$24,482,900 ","$789,771 ","$790,000 ",48,65,101%,21
Att/Row/Townhouse,10,2025,Orangeville,7,"$4,531,500 ","$647,357 ","$635,000 ",15,19,100%,30
Att/Row/Townhouse,10,2025,Adjala-Tosorontio,0,0,0,0,1,2,0,0
Att/Row/Townhouse,10,2025,Bradford,7,"$5,798,000 ","$828,286 ","$825,000 ",14,13,99%,27
Att/Row/Townhouse,10,2025,Essa,7,"$4,164,500 ","$594,929 ","$612,000 ",11,13,99%,33
Att/Row/Townhouse,10,2025,Innisfil,4,"$3,503,000 ","$875,750 ","$644,000 ",16,39,94%,16
Att/Row/Townhouse,10,2025,New Tecumseth,7,"$4,855,500 ","$693,643 ","$700,000 ",18,25,98%,32
Att/Row/Townhouse,10,2025,Toronto W01,1,"$1,370,000 ","$1,370,000 ","$1,370,000 ",1,3,91%,46
Att/Row/Townhouse,10,2025,Toronto W02,7,"$8,418,000 ","$1,202,571 ","$1,220,000 ",11,14,98%,12
Att/Row/Townhouse,10,2025,Toronto W03,2,"$1,536,000 ","$768,000 ","$768,000 ",2,3,95%,59
Att/Row/Townhouse,10,2025,Toronto W04,2,"$1,625,000 ","$812,500 ","$812,500 ",2,5,99%,64
Att/Row/Townhouse,10,2025,Toronto W05,4,"$3,740,000 ","$935,000 ","$920,000 ",17,22,104%,37
Att/Row/Townhouse,10,2025,Toronto W06,6,"$6,440,000 ","$1,073,333 ","$1,145,000 ",7,12,96%,39
Att/Row/Townhouse,10,2025,Toronto W07,1,"$975,000 ","$975,000 ","$975,000 ",6,8,99%,5
Att/Row/Townhouse,10,2025,Toronto W08,2,"$2,399,000 ","$1,199,500 ","$1,199,500 ",3,2,96%,37
Att/Row/Townhouse,10,2025,Toronto W09,0,0,0,0,6,5,0,0
Att/Row/Townhouse,10,2025,Toronto W10,0,0,0,0,1,9,0,0
Att/Row/Townhouse,10,2025,Toronto C01,12,"$17,208,000 ","$1,434,000 ","$1,370,000 ",25,38,101%,21
Att/Row/Townhouse,10,2025,Toronto C02,2,"$3,675,000 ","$1,837,500 ","$1,837,500 ",16,19,97%,22
Att/Row/Townhouse,10,2025,Toronto C03,0,0,0,0,3,3,0,0
Att/Row/Townhouse,10,2025,Toronto C04,0,0,0,0,4,7,0,0
Att/Row/Townhouse,10,2025,Toronto C06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,10,2025,Toronto C07,0,0,0,0,5,10,0,0
Att/Row/Townhouse,10,2025,Toronto C08,6,"$8,061,000 ","$1,343,500 ","$1,332,500 ",25,32,97%,51
Att/Row/Townhouse,10,2025,Toronto C09,0,0,0,0,1,2,0,0
Att/Row/Townhouse,10,2025,Toronto C10,0,0,0,0,1,2,0,0
Att/Row/Townhouse,10,2025,Toronto C11,0,0,0,0,3,3,0,0
Att/Row/Townhouse,10,2025,Toronto C12,0,0,0,0,1,2,0,0
Att/Row/Townhouse,10,2025,Toronto C13,1,"$1,375,000 ","$1,375,000 ","$1,375,000 ",5,12,106%,15
Att/Row/Townhouse,10,2025,Toronto C14,5,"$6,180,000 ","$1,236,000 ","$1,130,000 ",4,7,97%,20
Att/Row/Townhouse,10,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,10,2025,Toronto E01,7,"$9,350,000 ","$1,335,714 ","$1,460,000 ",14,16,114%,18
Att/Row/Townhouse,10,2025,Toronto E02,3,"$2,932,000 ","$977,333 ","$877,000 ",2,3,105%,9
Att/Row/Townhouse,10,2025,Toronto E03,2,"$2,580,000 ","$1,290,000 ","$1,290,000 ",1,1,101%,19
Att/Row/Townhouse,10,2025,Toronto E04,6,"$5,226,000 ","$871,000 ","$864,500 ",8,16,102%,56
Att/Row/Townhouse,10,2025,Toronto E05,4,"$3,324,500 ","$831,125 ","$859,500 ",3,4,103%,24
Att/Row/Townhouse,10,2025,Toronto E06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,10,2025,Toronto E07,2,"$1,520,000 ","$760,000 ","$760,000 ",1,3,95%,28
Att/Row/Townhouse,10,2025,Toronto E08,2,"$1,645,500 ","$822,750 ","$822,750 ",4,5,100%,38
Att/Row/Townhouse,10,2025,Toronto E09,1,"$960,000 ","$960,000 ","$960,000 ",4,5,99%,43
Att/Row/Townhouse,10,2025,Toronto E10,4,"$2,941,000 ","$735,250 ","$742,500 ",9,11,101%,16
Att/Row/Townhouse,10,2025,Toronto E11,4,"$3,025,000 ","$756,250 ","$750,000 ",11,13,100%,34
Att/Row/Townhouse,11,2025,Burlington,11,"$9,113,500 ","$828,500 ","$840,000 ",16,39,98%,30
Att/Row/Townhouse,11,2025,Halton Hills,3,"$3,032,000 ","$1,010,667 ","$980,000 ",8,22,97%,22
Att/Row/Townhouse,11,2025,Milton,41,"$32,925,488 ","$803,061 ","$805,000 ",47,74,99%,28
Att/Row/Townhouse,11,2025,Oakville,48,"$50,575,517 ","$1,053,657 ","$977,500 ",82,154,98%,28
Att/Row/Townhouse,11,2025,Brampton,56,"$43,354,100 ","$774,180 ","$777,250 ",132,221,98%,32
Att/Row/Townhouse,11,2025,Caledon,17,"$14,141,000 ","$831,824 ","$835,000 ",22,49,100%,32
Att/Row/Townhouse,11,2025,Mississauga,13,"$11,770,000 ","$905,385 ","$840,000 ",24,44,99%,29
Att/Row/Townhouse,11,2025,Aurora,10,"$9,376,888 ","$937,689 ","$912,500 ",12,25,96%,33
Att/Row/Townhouse,11,2025,East Gwillimbury,8,"$6,545,000 ","$818,125 ","$832,500 ",10,13,101%,21
Att/Row/Townhouse,11,2025,Georgina,6,"$4,231,250 ","$705,208 ","$672,500 ",6,9,95%,40
Att/Row/Townhouse,11,2025,King,1,"$1,060,000 ","$1,060,000 ","$1,060,000 ",2,9,106%,18
Att/Row/Townhouse,11,2025,Markham,35,"$38,287,988 ","$1,093,943 ","$1,085,000 ",75,149,99%,36
Att/Row/Townhouse,11,2025,Newmarket,11,"$9,331,888 ","$848,353 ","$870,000 ",19,32,99%,28
Att/Row/Townhouse,11,2025,Richmond Hill,36,"$38,314,878 ","$1,064,302 ","$1,060,000 ",65,147,101%,28
Att/Row/Townhouse,11,2025,Vaughan,39,"$39,244,418 ","$1,006,267 ","$975,000 ",79,140,97%,31
Att/Row/Townhouse,11,2025,Stouffville,10,"$9,124,000 ","$912,400 ","$912,000 ",14,26,98%,49
Att/Row/Townhouse,11,2025,Ajax,7,"$5,292,700 ","$756,100 ","$760,000 ",21,33,100%,31
Att/Row/Townhouse,11,2025,Brock,0,0,0,0,0,1,0,0
Att/Row/Townhouse,11,2025,Clarington,15,"$10,541,900 ","$702,793 ","$690,000 ",28,38,100%,20
Att/Row/Townhouse,11,2025,Oshawa,10,"$6,873,500 ","$687,350 ","$670,000 ",28,54,99%,41
Att/Row/Townhouse,11,2025,Pickering,12,"$9,225,500 ","$768,792 ","$745,000 ",21,41,99%,38
Att/Row/Townhouse,11,2025,Scugog,0,0,0,0,6,6,0,0
Att/Row/Townhouse,11,2025,Uxbridge,4,"$3,440,000 ","$860,000 ","$850,000 ",8,14,98%,17
Att/Row/Townhouse,11,2025,Whitby,27,"$21,264,890 ","$787,589 ","$799,990 ",31,53,99%,36
Att/Row/Townhouse,11,2025,Orangeville,3,"$2,237,500 ","$745,833 ","$750,000 ",9,17,100%,27
Att/Row/Townhouse,11,2025,Adjala-Tosorontio,0,0,0,0,0,1,0,0
Att/Row/Townhouse,11,2025,Bradford,4,"$3,203,500 ","$800,875 ","$810,000 ",2,8,97%,67
Att/Row/Townhouse,11,2025,Essa,2,"$1,175,000 ","$587,500 ","$587,500 ",1,9,97%,28
Att/Row/Townhouse,11,2025,Innisfil,5,"$2,922,000 ","$584,400 ","$650,000 ",16,35,96%,39
Att/Row/Townhouse,11,2025,New Tecumseth,8,"$5,437,400 ","$679,675 ","$707,500 ",10,21,98%,24
Att/Row/Townhouse,11,2025,Toronto W01,0,0,0,0,0,3,0,0
Att/Row/Townhouse,11,2025,Toronto W02,5,"$5,537,000 ","$1,107,400 ","$1,100,000 ",2,7,98%,28
Att/Row/Townhouse,11,2025,Toronto W03,0,0,0,0,0,3,0,0
Att/Row/Townhouse,11,2025,Toronto W04,0,0,0,0,3,5,0,0
Att/Row/Townhouse,11,2025,Toronto W05,5,"$4,040,000 ","$808,000 ","$790,000 ",6,21,99%,23
Att/Row/Townhouse,11,2025,Toronto W06,4,"$4,839,000 ","$1,209,750 ","$1,274,500 ",8,11,99%,37
Att/Row/Townhouse,11,2025,Toronto W07,2,"$2,160,000 ","$1,080,000 ","$1,080,000 ",2,6,99%,22
Att/Row/Townhouse,11,2025,Toronto W08,0,0,0,0,3,4,0,0
Att/Row/Townhouse,11,2025,Toronto W09,2,"$2,225,000 ","$1,112,500 ","$1,112,500 ",3,3,99%,12
Att/Row/Townhouse,11,2025,Toronto W10,2,"$1,650,000 ","$825,000 ","$825,000 ",3,8,103%,50
Att/Row/Townhouse,11,2025,Toronto C01,10,"$12,202,962 ","$1,220,296 ","$1,248,981 ",14,33,98%,24
Att/Row/Townhouse,11,2025,Toronto C02,3,"$4,785,000 ","$1,595,000 ","$1,300,000 ",10,18,102%,9
Att/Row/Townhouse,11,2025,Toronto C03,0,0,0,0,0,3,0,0
Att/Row/Townhouse,11,2025,Toronto C04,2,"$1,460,000 ","$730,000 ","$730,000 ",5,7,100%,33
Att/Row/Townhouse,11,2025,Toronto C06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,11,2025,Toronto C07,3,"$3,232,000 ","$1,077,333 ","$1,030,000 ",2,6,96%,57
Att/Row/Townhouse,11,2025,Toronto C08,8,"$9,284,000 ","$1,160,500 ","$1,177,000 ",8,22,100%,36
Att/Row/Townhouse,11,2025,Toronto C09,1,"$1,315,000 ","$1,315,000 ","$1,315,000 ",1,1,94%,53
Att/Row/Townhouse,11,2025,Toronto C10,0,0,0,0,0,2,0,0
Att/Row/Townhouse,11,2025,Toronto C11,0,0,0,0,0,3,0,0
Att/Row/Townhouse,11,2025,Toronto C12,0,0,0,0,1,3,0,0
Att/Row/Townhouse,11,2025,Toronto C13,2,"$2,019,000 ","$1,009,500 ","$1,009,500 ",2,11,101%,45
Att/Row/Townhouse,11,2025,Toronto C14,0,0,0,0,4,8,0,0
Att/Row/Townhouse,11,2025,Toronto C15,0,0,0,0,0,0,0,0
Att/Row/Townhouse,11,2025,Toronto E01,10,"$11,912,000 ","$1,191,200 ","$1,235,000 ",9,10,99%,31
Att/Row/Townhouse,11,2025,Toronto E02,1,"$1,366,000 ","$1,366,000 ","$1,366,000 ",3,5,124%,6
Att/Row/Townhouse,11,2025,Toronto E03,0,0,0,0,0,1,0,0
Att/Row/Townhouse,11,2025,Toronto E04,2,"$1,494,000 ","$747,000 ","$747,000 ",8,14,115%,26
Att/Row/Townhouse,11,2025,Toronto E05,1,"$890,000 ","$890,000 ","$890,000 ",2,5,98%,49
Att/Row/Townhouse,11,2025,Toronto E06,0,0,0,0,0,0,0,0
Att/Row/Townhouse,11,2025,Toronto E07,2,"$1,598,000 ","$799,000 ","$799,000 ",3,2,101%,31
Att/Row/Townhouse,11,2025,Toronto E08,0,0,0,0,2,3,0,0
Att/Row/Townhouse,11,2025,Toronto E09,0,0,0,0,2,5,0,0
Att/Row/Townhouse,11,2025,Toronto E10,6,"$4,767,500 ","$794,583 ","$808,750 ",4,6,100%,26
Att/Row/Townhouse,11,2025,Toronto E11,3,"$2,330,000 ","$776,667 ","$722,000 ",6,14,104%,18
Att/Row/Townhouse,12,2025,Burlington,10,"$8,363,400 ","$836,340 ","$836,000 ",5,22,98%,37
Att/Row/Townhouse,12,2025,Halton Hills,9,"$8,008,400 ","$889,822 ","$884,000 ",2,7,96%,54
Att/Row/Townhouse,12,2025,Milton,27,"$22,458,500 ","$831,796 ","$810,000 ",27,47,98%,40
Att/Row/Townhouse,12,2025,Oakville,23,"$31,002,500 ","$1,347,935 ","$990,000 ",37,100,95%,45
Att/Row/Townhouse,12,2025,Brampton,36,"$28,102,986 ","$780,639 ","$775,500 ",70,174,97%,38
Att/Row/Townhouse,12,2025,Caledon,4,"$3,320,000 ","$830,000 ","$830,000 ",18,42,98%,68
Att/Row/Townhouse,12,2025,Mississauga,8,"$7,085,000 ","$885,625 ","$880,000 ",9,30,96%,39
Att/Row/Townhouse,12,2025,Aurora,4,"$3,920,000 ","$980,000 ","$970,000 ",5,20,97%,26
Att/Row/Townhouse,12,2025,East Gwillimbury,4,"$3,146,000 ","$786,500 ","$776,750 ",2,7,98%,63
Att/Row/Townhouse,12,2025,Georgina,1,"$669,000 ","$669,000 ","$669,000 ",1,7,96%,98
Att/Row/Townhouse,12,2025,King,0,0,0,0,1,8,0,0
Att/Row/Townhouse,12,2025,Markham,31,"$34,068,688 ","$1,098,990 ","$1,070,000 ",42,113,101%,32
Att/Row/Townhouse,12,2025,Newmarket,6,"$4,717,000 ","$786,167 ","$789,000 ",3,17,97%,34
Att/Row/Townhouse,12,2025,Richmond Hill,25,"$26,381,000 ","$1,055,240 ","$1,060,000 ",30,95,101%,39
Att/Row/Townhouse,12,2025,Vaughan,32,"$31,916,000 ","$997,375 ","$988,500 ",19,85,97%,40
Att/Row/Townhouse,12,2025,Stouffville,6,"$5,142,000 ","$857,000 ","$877,500 ",7,17,99%,30
